CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Label
de psychologie et de communication publique 3.Réalisation de classes test en anglais et théâtre  Université Paris;de psychologie et de communication publique 3.Réalisation de classes test en anglais et théâtre  Université Paris;CV_97;20;17;74.74;25.26;[True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True];['ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'SPACE', 'NOUN', 'PROPN'];0
#NOM?;#NOM?;CV_97;21;2;75.43;24.57;[False];['SPACE'];0
Licence d'anglais;Licence d'anglais;CV_97;22;3;76.45;23.55;[True, False, True];['NOUN', 'ADP', 'NOUN'];0
| juillet 2010;| juillet 2010;CV_97;23;3;77.47;22.53;[False, True, False];['ADP', 'NOUN', 'NUM'];0
1.Licence de littérature anglaise, mineure en communication;1.Licence de littérature anglaise, mineure en communication;CV_97;24;8;80.20;19.80;[False, True, True, True, False, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'NOUN'];0
- Mention très bien  2.Tutrice en écriture, centre;- Mention très bien  2.Tutrice en écriture, centre;CV_97;25;10;83.62;16.38;[False, True, True, True, False, False, True, True, False, True];['PUNCT', 'NOUN', 'ADV', 'ADV', 'SPACE', 'NUM', 'ADP', 'NOUN', 'PUNCT', 'NOUN'];0
Académia;Académia;CV_97;26;1;83.96;16.04;[True];['PROPN'];0
3.Assistante professeure d'espagnol, institut du langage de Hyères  Publications  «;3.Assistante professeure d'espagnol, institut du langage de Hyères  Publications  «;CV_97;27;14;88.74;11.26;[False, True, False, True, False, True, True, True, True, True, False, True, False, False];['PROPN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'PUNCT'];0
Une manière d'enseigner peu orthodoxe : Redéfinir la classe »;Une manière d'enseigner peu orthodoxe : Redéfinir la classe »;CV_97;28;11;92.49;7.51;[True, True, False, True, True, True, False, True, True, True, False];['DET', 'NOUN', 'ADP', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT'];0
, Revue pédagogique (2018) « Quand l'anglais et l'espagnol se rencontrent », Espace multiculturel (2016);, Revue pédagogique 2018 « Quand l'anglais et l'espagnol se rencontrent », Espace multiculturel 2016;CV_97;29;22;100.00;0.00;[False, True, True, False, False, True, False, True, True, False, True, True, True, False, False, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'NUM', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'PROPN', 'ADJ', 'NUM'];0
   THIERRY KLEIN  ;   THIERRY KLEIN  ;CV_98;0;4;1.25;98.75;[False, True, True, False];['SPACE', 'NOUN', 'PROPN', 'SPACE'];1
Médecin généraliste  ;Médecin généraliste  ;CV_98;1;3;2.18;97.82;[True, True, False];['NOUN', 'ADJ', 'SPACE'];0
PROFIL PERSONNEL  ;PROFIL PERSONNEL  ;CV_98;2;3;3.12;96.88;[True, True, False];['NOUN', 'NOUN', 'SPACE'];0
Je suis un médecin motivé possédant une connaissance approfondie de l'évaluation des besoins médicaux des patients et de la création de plans de traitement adaptés.;Je suis un médecin motivé possédant une connaissance approfondie de l'évaluation des besoins médicaux des patients et de la création de plans de traitement adaptés.;CV_98;3;27;11.53;88.47;[True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT'];0
 DISTINCTIONS ACADÉMIQUES  ; DISTINCTIONS ACADÉMIQUES  ;CV_98;4;4;12.77;87.23;[False, True, True, False];['SPACE', 'NOUN', 'ADJ', 'SPACE'];0
Highland d'excellence (2016);Highland d'excellence 2016;CV_98;5;6;14.64;85.36;[True, False, True, False];['PROPN', 'ADP', 'NOUN', 'NUM'];0
- Remise des prix d'excellence des étudiants (2014);- Remise des prix d'excellence des étudiants 2014;CV_98;6;11;18.07;81.93;[False, True, True, True, False, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NUM'];0
- Prix des étudiants de l'Université Blaise Pascal (2012);- Prix des étudiants de l'Université Blaise Pascal 2012;CV_98;7;12;21.81;78.19;[False, True, True, True, True, False, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'NUM'];0
- Prix académique du cercle des étudiants (2011)  COORDONNÉES  Portable : 06 23 56 78 90  Téléphone : 01 32 54 76 98  E-mail :;- Prix académique du cercle des étudiants 2011  COORDONNÉES  Portable : 06 23 56 78 90  Téléphone : 01 32 54 76 98  E-mail :;CV_98;8;31;31.46;68.54;[False, True, True, True, True, True, True, False, False, True, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False];['PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NUM', 'SPACE', 'NOUN', 'SPACE', 'ADJ', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'SPACE', 'NOUN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'DET', 'SPACE', 'NOUN', 'PUNCT'];0
bonjour@sitevraimentsuper.fr;bonjour@sitevraimentsuper.fr;CV_98;9;1;31.78;68.22;[False];['NOUN'];0
Site web :;Site web :;CV_98;10;3;32.71;67.29;[True, True, False];['NOUN', 'PROPN', 'PUNCT'];0
www.sitevraimentsuper.fr;www.sitevraimentsuper.fr;CV_98;11;1;33.02;66.98;[False];['PROPN'];0
Adresse :;Adresse :;CV_98;12;2;33.64;66.36;[True, False];['NOUN', 'PUNCT'];0
12, rue Desaix, 75110 Paris  EXPÉRIENCE PROFESSIONNELLE;12, rue Desaix, 75110 Paris  EXPÉRIENCE PROFESSIONNELLE;CV_98;13;10;36.76;63.24;[False, False, True, True, False, False, True, False, True, True];['NUM', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'SPACE', 'NOUN', 'PROPN'];0
Médecin résident  Hôpital général de Condorcet 2019 à 2023  - Traite jusqu'à 10 patients par jour;Médecin résident  Hôpital général de Condorcet 2019 à 2023  - Traite jusqu'à 10 patients par jour;CV_98;14;19;42.68;57.32;[True, True, False, True, True, True, True, False, True, False, False, False, True, False, True, False, True, True, True];['NOUN', 'ADJ', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'NUM', 'ADP', 'NUM', 'SPACE', 'PUNCT', 'NOUN', 'ADP', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN'];0
- Oriente les patients vers des spécialistes au besoin;- Oriente les patients vers des spécialistes au besoin;CV_98;15;9;45.48;54.52;[False, True, True, True, True, True, True, True, True];['PUNCT', 'ADJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN'];0
#NOM?;#NOM?;CV_98;16;7;47.66;52.34;[False, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN'];0
- Nommé résident en chef  Stage en médecine Centre médical de Condorcet 2018 à 2019  ;- Nommé résident en chef  Stage en médecine Centre médical de Condorcet 2018 à 2019  ;CV_98;17;17;52.96;47.04;[False, True, True, True, True, False, True, True, True, True, True, True, True, False, True, False, False];['PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'NUM', 'ADP', 'NUM', 'SPACE'];0
#NOM?;#NOM?;CV_98;18;4;54.21;45.79;[False, True, True, True];['PUNCT', 'NOUN', 'CCONJ', 'NOUN'];0
les antécédents médicaux;les antécédents médicaux;CV_98;19;3;55.14;44.86;[True, True, True];['DET', 'NOUN', 'ADJ'];0
#NOM?;#NOM?;CV_98;20;5;56.70;43.30;[False, True, True, True, True];['PUNCT', 'VERB', 'DET', 'NOUN', 'ADJ'];0
#NOM?;#NOM?;CV_98;21;9;59.50;40.50;[False, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN'];0
- Effectue des procédures non chirurgicales mineures  FORMATION;- Effectue des procédures non chirurgicales mineures  FORMATION;CV_98;22;9;62.31;37.69;[False, True, True, True, True, True, True, False, True];['PUNCT', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'SPACE', 'NOUN'];0
UNIVERSITAIRE  ;UNIVERSITAIRE  ;CV_98;23;2;62.93;37.07;[True, False];['NOUN', 'SPACE'];0
École de médecine de Nantes Docteur en médecine, promo 2020  ;École de médecine de Nantes Docteur en médecine, promo 2020  ;CV_98;24;12;66.67;33.33;[True, True, True, True, True, True, True, True, False, True, False, False];['NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'NUM', 'SPACE'];0
- A reçu des distinctions académiques en 2016 et 2018;- A reçu des distinctions académiques en 2016 et 2018;CV_98;25;10;69.78;30.22;[False, True, True, True, True, True, True, False, True, False];['PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NUM', 'CCONJ', 'NUM'];0
- Excelle dans divers domaines tels que l'anesthésiologie, la neurologie, la pédiatrie et la chirurgie générale  Université de Condorcet Licence en Sciences et Biologie moléculaire, 2014  ;- Excelle dans divers domaines tels que l'anesthésiologie, la neurologie, la pédiatrie et la chirurgie générale  Université de Condorcet Licence en Sciences et Biologie moléculaire, 2014  ;CV_98;26;32;79.75;20.25;[False, True, True, True, True, True, True, False, True, False, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, False, False];['PUNCT', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'PUNCT', 'NUM', 'SPACE'];0
- Maintien de la mention « Très bien »;- Maintien de la mention « Très bien »;CV_98;27;9;82.55;17.45;[False, True, True, True, True, False, True, True, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'PUNCT'];0
- Diplômé avec les honneurs du jury;- Diplômé avec les honneurs du jury;CV_98;28;7;84.74;15.26;[False, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN'];0
#NOM?;#NOM?;CV_98;29;7;86.92;13.08;[False, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'];0
- Prix de la meilleure thèse;- Prix de la meilleure thèse;CV_98;30;6;88.79;11.21;[False, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN'];0
- Membre non- concurrent de l'équipe de football  COMPÉTENCES PRINCIPALES  ;- Membre non- concurrent de l'équipe de football  COMPÉTENCES PRINCIPALES  ;CV_98;31;13;92.83;7.17;[False, True, False, True, True, False, True, True, True, False, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'SPACE'];0
- Soins préventifs;- Soins préventifs;CV_98;32;3;93.77;6.23;[False, True, True];['PUNCT', 'NOUN', 'ADJ'];0
- Diagnostic différentiel;- Diagnostic différentiel;CV_98;33;3;94.70;5.30;[False, True, True];['PUNCT', 'NOUN', 'ADJ'];0
#NOM?;#NOM?;CV_98;34;2;95.33;4.67;[False, True];['PUNCT', 'PROPN'];0
-;-;CV_98;35;1;95.64;4.36;[False];['PUNCT'];0
Évaluation du patient;Évaluation du patient;CV_98;36;3;96.57;3.43;[True, True, True];['NOUN', 'ADP', 'NOUN'];0
- Conformité à la réglementation;- Conformité à la réglementation;CV_98;37;5;98.13;1.87;[False, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN'];0
#NOM?;#NOM?;CV_98;38;2;98.75;1.25;[False, True];['PUNCT', 'NOUN'];0
#NOM?;#NOM?;CV_98;39;4;100.00;0.00;[False, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN'];0
       ;       ;CV_99;0;1;0.31;99.69;[False];['SPACE'];0
MON PROFIL PERSONNEL  ;MON PROFIL PERSONNEL  ;CV_99;1;4;1.55;98.45;[True, True, True, False];['DET', 'NOUN', 'NOUN', 'SPACE'];0
Je suis technicien et électricien, spécialisé dans le chauffage, la ventilation et la climatisation, qui cherche un poste à temps plein dans une société dynamique.;Je suis technicien et électricien, spécialisé dans le chauffage, la ventilation et la climatisation, qui cherche un poste à temps plein dans une société dynamique.;CV_99;2;29;10.56;89.44;[True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False];['PRON', 'AUX', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];0
 ; ;CV_99;3;1;10.87;89.13;[False];['SPACE'];0
ACCRÉDITATIONS  ;ACCRÉDITATIONS  ;CV_99;4;2;11.49;88.51;[True, False];['NOUN', 'SPACE'];0
- Diplôme de niveau III en services électrotechniques;- Diplôme de niveau III en services électrotechniques;CV_99;5;8;13.98;86.02;[False, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ'];0
- Accrédité par l'Agence nationale pour l'installation électrique  ;- Accrédité par l'Agence nationale pour l'installation électrique  ;CV_99;6;11;17.39;82.61;[False, True, True, False, True, True, True, False, True, True, False];['PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'SPACE'];0
#NOM?;#NOM?;CV_99;7;6;19.25;80.75;[False, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE'];0
TRAVAUX ANTÉRIEURS;TRAVAUX ANTÉRIEURS;CV_99;8;2;19.88;80.12;[True, True];['PROPN', 'PROPN'];0
Chef électricien  ;Chef électricien  ;CV_99;9;3;20.81;79.19;[True, True, False];['PROPN', 'NOUN', 'SPACE'];0
Court-circuit et Compagnie;Court-circuit et Compagnie;CV_99;10;3;21.74;78.26;[False, True, True];['NOUN', 'CCONJ', 'PROPN'];0
- Diriger une équipe d'électriciens et de techniciens  ;- Diriger une équipe d'électriciens et de techniciens  ;CV_99;11;10;24.84;75.16;[False, True, True, True, False, True, True, True, True, False];['PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'SPACE'];0
- Supervision des projets de l'entreprise  ;- Supervision des projets de l'entreprise  ;CV_99;12;8;27.33;72.67;[False, True, True, True, True, False, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE'];0
- Recrutement et formation du personnel  - Réalisation d'inspections et d'installations sur les sites     2017 à aujourd'hui  Spécialiste CVC  ;- Recrutement et formation du personnel  - Réalisation d'inspections et d'installations sur les sites     2017 à aujourd'hui  Spécialiste CVC  ;CV_99;13;25;35.09;64.91;[False, True, True, True, True, True, False, False, True, False, True, True, False, True, True, True, True, False, False, True, False, False, True, True, False];['PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'ADV', 'SPACE', 'NOUN', 'NOUN', 'SPACE'];0
Les conduits bouchés et co 2010-2017  ;Les conduits bouchés et co 2010-2017  ;CV_99;14;9;37.89;62.11;[True, True, True, True, True, False, False, False, False];['DET', 'NOUN', 'ADJ', 'CCONJ', 'X', 'NOUN', 'NOUN', 'NOUN', 'SPACE'];0
- Travaux réalisés liés aux systèmes de qualité de l'air, y compris l'installation, l'inspection et la réparation en urgence  ;- Travaux réalisés liés aux systèmes de qualité de l'air, y compris l'installation, l'inspection et la réparation en urgence  ;CV_99;15;25;45.65;54.35;[False, True, True, True, True, True, True, True, True, False, True, False, True, True, False, True, False, False, True, True, True, True, True, True, False];['PUNCT', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'ADJ', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
- Délivrance de garantie de services et de maintenance     Daniel Rosevale  ;- Délivrance de garantie de services et de maintenance     Daniel Rosevale  ;CV_99;16;13;49.69;50.31;[False, True, True, True, True, True, True, True, True, False, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'SPACE', 'PROPN', 'PROPN', 'SPACE'];1
TECHNICIEN DE CLIMATISATION  ;TECHNICIEN DE CLIMATISATION  ;CV_99;17;4;50.93;49.07;[True, True, True, False];['NOUN', 'ADP', 'PROPN', 'SPACE'];0
COMMENT ME CONTACTER  ;COMMENT ME CONTACTER  ;CV_99;18;4;52.17;47.83;[True, True, True, False];['ADV', 'PRON', 'PROPN', 'SPACE'];0
Téléphone : 01 33 56 66 78  Portable : 06 12 12 42 12 E-mail : bonjour@sitevraimentsuper.fr;Téléphone : 01 33 56 66 78  Portable : 06 12 12 42 12 E-mail : bonjour@sitevraimentsuper.fr;CV_99;19;18;57.76;42.24;[True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False];['NOUN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'DET', 'SPACE', 'ADJ', 'PUNCT', 'NOUN', 'NUM', 'DET', 'NUM', 'NUM', 'NOUN', 'PUNCT', 'NOUN'];0
Adresse postale : 23, rue des faisans Toussus-le-Noble 78117, Yvelines  ;Adresse postale : 23, rue des faisans Toussus-le-Noble 78117, Yvelines  ;CV_99;20;13;61.80;38.20;[True, True, False, False, False, True, True, True, False, False, False, True, False];['NOUN', 'ADJ', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'NUM', 'PUNCT', 'PROPN', 'SPACE'];0
COMPÉTENCES DE BASE  - Compétences en systèmes CVC  ;COMPÉTENCES DE BASE  - Compétences en systèmes CVC  ;CV_99;21;10;64.91;35.09;[True, True, True, False, False, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'SPACE', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE'];0
- Connaissance des normes de sécurité électrotechniques;- Connaissance des normes de sécurité électrotechniques;CV_99;22;7;67.08;32.92;[False, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ'];0
- Formation dans les protocoles électriques  ;- Formation dans les protocoles électriques  ;CV_99;23;7;69.25;30.75;[False, True, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'SPACE'];0
-;-;CV_99;24;1;69.57;30.43;[False];['PUNCT'];0
Excellentes compétences de gestion du temps  ÉDUCATION ET FORMATION;Excellentes compétences de gestion du temps  ÉDUCATION ET FORMATION;CV_99;25;10;72.67;27.33;[True, True, True, True, True, True, False, True, True, True];['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'CCONJ', 'NOUN'];0
Université technique Bussy  ;Université technique Bussy  ;CV_99;26;4;73.91;26.09;[True, True, True, False];['NOUN', 'ADJ', 'PROPN', 'SPACE'];0
Accréditation pour les services électrot:     1iques Formation aux services électrotechniques  ;Accréditation pour les services électrot:     1iques Formation aux services électrotechniques  ;CV_99;27;13;77.95;22.05;[True, True, True, True, True, False, False, False, True, True, True, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'SPACE', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE'];0
- Suivi complet des cours de niveau 1, Il et Ill pour le diplôme en juin 2010 avec certificat de formation spécialisé en CVC  Lycée Professionnel;- Suivi complet des cours de niveau 1, Il et Ill pour le diplôme en juin 2010 avec certificat de formation spécialisé en CVC  Lycée Professionnel;CV_99;28;28;86.65;13.35;[False, True, True, True, True, True, True, False, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True];['PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADJ'];0
Monceau  Lycée, classe 2009  ;Monceau  Lycée, classe 2009  ;CV_99;29;7;88.82;11.18;[True, False, True, False, True, False, False];['PROPN', 'SPACE', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'SPACE'];0
- Diplômé du lycée, avec une moyenne générale de 88%  ;- Diplômé du lycée, avec une moyenne générale de 88%  ;CV_99;30;13;92.86;7.14;[False, True, True, True, False, True, True, True, True, True, False, False, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NUM', 'NOUN', 'SPACE'];0
- Membre de la société des jeunes constructeurs et du Club des jeunes scientifiques  ;- Membre de la société des jeunes constructeurs et du Club des jeunes scientifiques  ;CV_99;31;15;97.52;2.48;[False, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE'];0
-;-;CV_99;32;1;97.83;2.17;[False];['PUNCT'];0
Pigiste pour la Petite revue hebdomadaire     ;Pigiste pour la Petite revue hebdomadaire     ;CV_99;33;7;100.00;0.00;[True, True, True, True, True, True, False];['NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'SPACE'];0
LT;LT;CV_100;0;1;0.54;99.46;[True];['NOUN'];0
7 NU);7 NU;CV_100;1;3;2.16;97.84;[False, True];['NUM', 'ADJ'];0
11  DIRECTEUR DE MAGASIN     QUALIFICATIONS INTERACTION AVEC LE PUBLIC;11  DIRECTEUR DE MAGASIN     QUALIFICATIONS INTERACTION AVEC LE PUBLIC;CV_100;2;11;8.11;91.89;[False, False, True, True, True, False, True, True, True, True, True];['NUM', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN'];0
#NOM?;#NOM?;CV_100;3;5;10.81;89.19;[False, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
- RÉDACTION PUBLICITAIRE  FORMATION ÉCOLE DE COMMERCE DE  CONDORCET 2010;- RÉDACTION PUBLICITAIRE  FORMATION ÉCOLE DE COMMERCE DE  CONDORCET 2010;CV_100;4;12;17.30;82.70;[False, True, True, False, True, True, True, True, True, False, True, False];['PUNCT', 'NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'NUM'];0
- 2014  LYCÉE SAINT-PAUL 2005;- 2014  LYCÉE SAINT-PAUL 2005;CV_100;5;6;20.54;79.46;[False, False, False, True, False, False];['PUNCT', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'NUM'];0
-;-;CV_100;6;1;21.08;78.92;[False];['PUNCT'];0
2010  COORDONNÉES;2010  COORDONNÉES;CV_100;7;3;22.70;77.30;[False, False, True];['NUM', 'SPACE', 'PROPN'];0
01 23 45 89 12 MICHELMAURIN@GMAIL.COM;01 23 45 89 12 MICHELMAURIN@GMAIL.COM;CV_100;8;6;25.95;74.05;[False, False, False, False, False, False];['NOUN', 'DET', 'DET', 'NUM', 'NUM', 'PROPN'];0
 ; ;CV_100;9;1;26.49;73.51;[False];['SPACE'];0
PROFIL  EXPÉRIENCE DU BON FONCTIONNEMENT DE MAGASIN ET DE LA RÉALISATION D'OBJECTIFS, DE LA COMPRÉHENSION DES BESOINS DU MARCHÉ ET DES STRATÉGIES NÉCESSAIRES POUR AUGMENTER LES VENTES ET SUPERVISION DE LA BONNE PRÉSENTATION DES PRODUITS  EXPÉRIENCE PROFESSIONNELLE  ;PROFIL  EXPÉRIENCE DU BON FONCTIONNEMENT DE MAGASIN ET DE LA RÉALISATION D'OBJECTIFS, DE LA COMPRÉHENSION DES BESOINS DU MARCHÉ ET DES STRATÉGIES NÉCESSAIRES POUR AUGMENTER LES VENTES ET SUPERVISION DE LA BONNE PRÉSENTATION DES PRODUITS  EXPÉRIENCE PROFESSIONNELLE  ;CV_100;10;42;49.19;50.81;[True, False, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False];['NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'SPACE'];0
DIRECTEUR DE MAGASIN CHEZ BERNARD;DIRECTEUR DE MAGASIN CHEZ BERNARD;CV_100;11;5;51.89;48.11;[True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'];0
| 2015;| 2015;CV_100;12;2;52.97;47.03;[False, False];['ADV', 'NOUN'];0
